(17334, 17486, 21295, 18980, False)
(0, 1832, 2219, 0, False)
(20887, 20907, 19487, 19409, False)
(17576, 17320, 14876, 19544, False)
(15296, 19036, 18476, 17849, False)
(17179, 20218, 21350, 18834, False)
(11300, 0, 12067, 15165, False)
(3650, 3660, 0, 4791, False)
(17713, 15686, 20208, 19184, False)
(17107, 15723, 17568, 16219, False)
(15196, 14046, 16835, 18451, False)
(16619, 19265, 20803, 18645, False)
(20466, 20596, 19547, 18552, False)
(16792, 22517, 20244, 18512, False)
(7425, 5847, 8218, 9811, False)
(20153, 20623, 20796, 19466, False)
(9259, 5329, 8453, 8932, False)
(18132, 19016, 20387, 17473, False)
(7174, 9108, 7126, 7444, False)
(17460, 12632, 7030, 15890, False)
(17348, 18846, 15029, 17460, False)
(16361, 20431, 21368, 20848, False)
(13229, 19672, 10330, 9353, False)
(20001, 9968, 6333, 10757, False)
(10440, 11044, 10055, 7880, False)
(19841, 17890, 13847, 15615, False)
(20138, 19666, 7736, 13493, False)
(17441, 17475, 15969, 21945, False)
(15205, 13534, 15458, 10762, False)
(3679, 1625, 2549, 0, False)
(19097, 15126, 11829, 16555, False)
(1626, 2649, 1848, 0, False)
(7589, 7791, 7178, 7538, False)
(15462, 18847, 14415, 20227, False)
(15518, 19061, 16030, 10997, False)
(3295, 8673, 0, 3569, False)
(19127, 14123, 7723, 14822, False)
(19520, 17086, 20092, 16867, False)
(11835, 9426, 5703, 8996, False)
(0, 4023, 1559, 1463, False)
(19189, 14105, 20084, 19181, False)
(3487, 3056, 0, 4699, False)
(14582, 15417, 15853, 18375, False)
(8694, 12113, 19685, 10001, False)
(16935, 13620, 16821, 19916, False)
(16616, 16130, 15618, 20816, False)
(2076, 1600, 1395, 0, False)
(17414, 17644, 17694, 17444, False)
(16375, 19298, 2790, 12195, False)
(14667, 10561, 11844, 9834, False)
